CPU,SMT enabled,Online CPUs,# Sockets,Cores/Socket,Threads/core,Ncores,NUMA nodes,L2 cache,L3 cache,Power Policy,# Meas,Score,sem,Spread,Score/Ncores,RAM,SWAP,electric_power_mean,electric_power_std,HS23/W,min_score,max_score,first_date,last_date
Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,2 MiB (8 instances),16 MiB (2 instances),not_available,48.0,125.0,4.5,31.2,7.8,-,-,-,-,-,74.6,162.5,2024-10-06T10:19:32Z,2025-02-15T17:36:25Z
AMD EPYC 9634 84-Core Processor,1.0,0-335,2.0,84.0,2.0,336.0,8.0,168 MiB (168 instances),768 MiB (24 instances),not_available,48.0,8529.4,202.1,1400.0,25.4,-,-,-,-,-,5312.3,11267.8,2024-07-28T09:47:16Z,2025-01-03T10:08:52Z
Intel(R) Xeon(R) CPU           X5675  @ 3.07GHz,0.0,0-11,2.0,6.0,1.0,12.0,1.0,256K,12288K,,50.0,137.7,0.5,3.2,11.5,-,-,-,-,-,122.8,142.7,2025-06-25T18:56:24Z,2025-10-15T22:39:44Z
Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,256K,40960K,powersave,51.0,605.8,3.1,22.0,9.5,-,-,-,-,-,567.9,672.5,2023-07-12T23:45:26Z,2023-10-13T16:02:56Z
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,8 MiB (32 instances),80 MiB (2 instances),performance,51.0,504.3,27.2,194.6,7.9,-,-,-,-,-,274.3,1162.6,2024-10-09T12:04:45Z,2025-10-29T00:59:04Z
AMD EPYC 7702 64-Core Processor,0.0,0-127,2.0,64.0,1.0,128.0,8.0,512K,16384K,,52.0,2404.8,34.3,247.5,18.8,-,-,-,-,-,2002.9,2972.7,2025-06-27T20:05:26Z,2025-10-29T10:57:21Z
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,conservative,52.0,501.7,4.6,33.1,15.7,-,-,-,-,-,437.7,571.9,2023-09-21T05:20:39Z,2024-06-27T10:56:17Z
AMD EPYC 7551 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,8.0,32 MiB (64 instances),128 MiB (16 instances),performance,53.0,944.3,10.1,73.2,14.8,-,-,-,-,-,810.7,1104.9,2025-04-26T11:03:27Z,2025-10-25T15:01:39Z
AMD EPYC 7702 64-Core Processor,0.0,0-127,2.0,64.0,1.0,128.0,2.0,512K,16384K,performance,53.0,1700.5,38.6,280.8,13.3,-,-,-,-,-,1221.0,2374.5,2024-10-13T13:58:23Z,2025-10-16T21:56:34Z
Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,20 MiB (20 instances),27.5 MiB (2 instances),,53.0,398.1,8.5,62.2,10.0,-,-,-,-,-,214.6,550.1,2025-03-20T11:31:33Z,2025-10-27T18:56:14Z
AMD EPYC 7351P 16-Core Processor,1.0,0-31,1.0,16.0,2.0,32.0,4.0,512K,8192K,conservative,53.0,420.3,6.6,48.3,13.1,-,-,-,-,-,325.5,575.3,2023-07-17T20:51:59Z,2024-05-21T05:35:56Z
Intel(R) Xeon(R) CPU E5-2667 v3 @ 3.20GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,54.0,576.5,14.3,104.9,18.0,-,-,-,-,-,384.2,702.0,2023-09-20T09:51:53Z,2023-12-06T02:32:12Z
Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,40 MiB (40 instances),55 MiB (2 instances),,55.0,712.9,13.9,103.1,8.9,-,-,-,-,-,524.3,1159.5,2025-03-29T09:58:26Z,2025-10-27T05:29:04Z
AMD EPYC 7501 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,8.0,512K,8192K,ondemand,55.0,978.3,6.4,47.5,15.3,-,-,-,-,-,857.3,1046.8,2023-07-12T23:58:22Z,2024-02-23T08:16:04Z
Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,powersave,56.0,299.1,8.4,62.7,7.5,-,-,-,-,-,237.2,578.7,2023-07-14T11:39:07Z,2025-07-16T15:39:04Z
Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,conservative,56.0,468.6,14.0,104.4,11.7,-,-,-,-,-,347.8,710.3,2023-07-18T08:55:49Z,2024-02-29T16:22:33Z
Intel(R) Xeon(R) CPU E5-2630L 0 @ 2.00GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,15360K,conservative,56.0,151.8,1.8,13.6,6.3,-,-,-,-,-,131.1,193.7,2023-07-14T10:47:37Z,2024-03-26T01:31:44Z
Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,0.0,0-19,2.0,10.0,1.0,20.0,1.0,5 MiB (20 instances),50 MiB (2 instances),performance,56.0,313.3,1.1,8.3,15.7,-,-,-,-,-,276.5,326.6,2025-07-15T21:20:05Z,2025-10-27T07:37:51Z
AMD EPYC 9754 128-Core Processor,1.0,0-255,1.0,128.0,2.0,256.0,4.0,1024K,16384K,ondemand,57.0,6627.9,42.3,319.2,25.9,-,-,-,-,-,5704.4,7103.2,2024-02-02T23:33:53Z,2024-06-23T07:50:35Z
Intel(R) Xeon(R) CPU E5-2643 v2 @ 3.50GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,25600K,performance,57.0,299.9,7.5,57.0,12.5,-,-,-,-,-,195.0,415.2,2023-11-12T07:30:23Z,2024-06-03T07:28:21Z
AMD EPYC 9634 84-Core Processor,1.0,0-335,2.0,84.0,2.0,336.0,8.0,168 MiB (168 instances),768 MiB (24 instances),,57.0,9032.8,211.0,1593.1,26.9,-,-,-,-,-,4684.8,11146.4,2025-03-06T22:05:25Z,2025-10-26T14:34:58Z
Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,1024K,11264K,not_available,58.0,326.5,4.5,34.3,10.2,-,-,-,-,-,184.6,444.7,2023-07-13T23:58:03Z,2024-05-25T12:41:14Z
Intel(R) Xeon(R) Gold 6242 CPU @ 2.80GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),,58.0,851.1,29.8,227.2,13.3,-,-,377.5,4.2,2.1,604.1,1527.8,2025-04-09T14:11:13Z,2025-10-27T11:06:07Z
Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,40 MiB (40 instances),55 MiB (2 instances),not_available,58.0,819.5,8.1,61.8,10.2,-,-,-,-,-,707.5,1002.8,2024-07-28T20:44:07Z,2025-02-13T21:09:02Z
Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz,1.0,0-11,1.0,6.0,2.0,12.0,1.0,256K,12288K,powersave,59.0,144.0,0.4,3.2,12.0,-,-,-,-,-,131.4,149.2,2023-10-02T13:29:22Z,2024-08-03T15:18:21Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,0.0,0-47,2.0,24.0,1.0,48.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),performance,60.0,907.0,12.4,96.1,18.9,-,-,-,-,-,628.3,1111.4,2025-01-23T01:09:05Z,2025-10-25T08:57:09Z
Intel(R) Xeon(R) CPU E5-2660 v3 @ 2.60GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,powersave,60.0,499.5,9.8,75.9,12.5,-,-,-,-,-,351.3,679.8,2023-08-19T18:03:39Z,2024-12-18T12:39:11Z
Intel(R) Xeon(R) Gold 6242 CPU @ 2.80GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,powersave,61.0,974.9,30.1,235.1,15.2,-,-,-,-,-,688.9,1654.0,2023-09-18T02:45:37Z,2024-01-08T13:36:27Z
Intel(R) Xeon(R) CPU E5-2620 0 @ 2.00GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,3 MiB (12 instances),30 MiB (2 instances),performance,63.0,220.4,5.5,43.8,9.2,-,-,-,-,-,119.4,266.9,2024-08-09T20:01:31Z,2025-10-24T07:42:35Z
Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz,0.0,0-31,2.0,16.0,1.0,32.0,2.0,256K,40960K,powersave,65.0,490.3,3.3,26.8,15.3,-,-,-,-,-,403.7,566.0,2023-11-12T02:53:54Z,2024-03-20T14:28:10Z
AMD EPYC 7702P 64-Core Processor,0.0,0-63,1.0,64.0,1.0,64.0,1.0,32 MiB (64 instances),256 MiB (16 instances),not_available,65.0,1380.6,17.4,140.0,21.6,-,-,-,-,-,1108.2,1724.1,2024-01-25T14:02:56Z,2024-10-28T18:40:34Z
Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,28 MiB (28 instances),38.5 MiB (2 instances),not_available,66.0,632.9,15.7,127.5,11.3,-,-,-,-,-,302.3,1082.4,2024-07-08T18:27:07Z,2025-02-19T13:32:35Z
AMD EPYC 9754 128-Core Processor,1.0,0-255,1.0,128.0,2.0,256.0,4.0,128 MiB (128 instances),256 MiB (16 instances),ondemand,66.0,5664.4,92.6,752.0,22.1,-,-,-,-,-,4284.8,7194.5,2025-07-15T05:11:20Z,2025-10-30T00:46:06Z
Intel(R) Xeon(R) CPU E5-2660 v3 @ 2.60GHz,0.0,0-19,2.0,10.0,1.0,20.0,2.0,5 MiB (20 instances),50 MiB (2 instances),performance,66.0,327.1,3.6,29.2,16.4,-,-,-,-,-,253.4,389.9,2024-07-06T11:40:56Z,2025-10-29T14:59:12Z
Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,20 MiB (20 instances),27.5 MiB (2 instances),not_available,68.0,483.6,3.9,32.4,12.1,-,-,-,-,-,414.9,568.3,2024-07-20T15:48:41Z,2025-02-08T06:45:09Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,6 MiB (24 instances),60 MiB (2 instances),schedutil,69.0,534.5,13.5,112.3,11.1,-,-,-,-,-,333.9,870.9,2025-06-13T10:26:12Z,2025-10-29T18:19:21Z
Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),schedutil,71.0,214.1,4.0,33.7,6.7,-,-,-,-,-,123.5,304.7,2024-04-24T12:53:46Z,2025-06-23T09:43:03Z
Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,72.0,243.1,3.4,28.5,7.6,-,-,-,-,-,157.3,339.9,2024-10-31T07:22:20Z,2025-10-16T17:41:41Z
Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,40 MiB (40 instances),55 MiB (2 instances),not_available,72.0,800.0,16.3,138.2,10.0,-,-,-,-,-,642.8,1587.2,2024-07-04T19:39:04Z,2024-12-31T10:07:10Z
AMD EPYC 9754 128-Core Processor,1.0,0-255,1.0,128.0,2.0,256.0,4.0,128 MiB (128 instances),256 MiB (16 instances),performance,72.0,6008.8,107.6,913.0,23.5,-,-,-,-,-,3330.4,7254.5,2024-06-29T16:00:20Z,2025-07-11T16:18:27Z
Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),powersave,72.0,250.3,3.6,30.7,7.8,-,-,-,-,-,121.3,345.4,2024-07-05T16:22:34Z,2025-09-29T11:42:42Z
Intel(R) Xeon(R) CPU E5-2630L 0 @ 2.00GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,3 MiB (12 instances),30 MiB (2 instances),performance,72.0,183.0,3.6,30.7,7.6,-,-,-,-,-,116.0,251.4,2024-03-29T04:28:25Z,2025-10-21T20:48:02Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,32 MiB (64 instances),256 MiB (16 instances),not_available,72.0,2113.3,40.9,347.2,16.5,-,-,-,-,-,1389.4,3191.2,2024-03-22T07:15:16Z,2025-02-20T15:08:20Z
Intel(R) Xeon(R) CPU           X5570  @ 2.93GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,256K,8192K,conservative,72.0,174.1,3.1,25.9,10.9,-,-,-,-,-,101.8,195.3,2023-09-21T02:20:12Z,2024-06-18T14:10:05Z
AMD Opteron(tm) Processor 6376,1.0,0-31,2.0,8.0,2.0,32.0,4.0,2048K,6144K,conservative,72.0,222.8,2.0,16.8,7.0,-,-,-,-,-,192.1,275.3,2023-10-05T02:05:38Z,2024-09-27T18:08:41Z
AMD EPYC 7452 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,2.0,512K,16384K,conservative,73.0,1268.2,7.1,60.9,19.8,-,-,-,-,-,1083.8,1439.9,2024-05-09T07:13:13Z,2024-07-22T17:51:41Z
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,6 MiB (24 instances),60 MiB (2 instances),performance,73.0,304.6,23.2,197.8,6.3,-,-,-,-,-,121.3,662.2,2024-10-15T13:10:02Z,2025-10-27T07:01:56Z
Intel(R) Xeon(R) CPU E5-2650L v4 @ 1.70GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,256K,35840K,powersave,74.0,416.0,7.6,65.6,7.4,-,-,-,-,-,350.5,685.8,2023-07-13T23:24:59Z,2024-06-13T07:39:00Z
AMD EPYC 7351P 16-Core Processor,1.0,0-31,1.0,16.0,2.0,32.0,4.0,8 MiB (16 instances),64 MiB (8 instances),performance,75.0,437.8,7.0,60.4,13.7,-,-,-,-,-,334.4,602.9,2024-06-08T06:18:39Z,2025-10-13T16:22:03Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,16384K,conservative,75.0,1541.2,29.1,252.0,16.1,-,-,-,-,-,458.2,1935.2,2023-07-13T07:51:06Z,2024-10-14T19:13:15Z
Intel(R) Xeon(R) CPU E5-2650 v3 @ 2.30GHz,0.0,0-19,2.0,10.0,1.0,20.0,2.0,5 MiB (20 instances),50 MiB (2 instances),performance,76.0,320.7,1.5,13.2,16.0,-,-,-,-,-,270.9,343.9,2024-09-25T22:49:27Z,2025-08-10T06:39:49Z
Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,performance,76.0,334.3,5.0,43.7,10.4,-,-,-,-,-,288.3,521.1,2023-07-14T20:00:34Z,2025-08-26T12:29:13Z
AMD Opteron(TM) Processor 6212,1.0,0-31,4.0,4.0,2.0,32.0,8.0,2048K,6144K,conservative,77.0,221.0,2.4,21.2,6.9,-,-,-,-,-,159.2,279.5,2023-08-12T07:32:46Z,2024-07-19T06:47:43Z
AMD EPYC 7502 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,8.0,512K,16384K,not_available,77.0,1420.8,7.2,63.6,22.2,-,-,-,-,-,1149.7,1571.0,2023-07-17T13:05:04Z,2025-03-06T13:48:59Z
Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,28 MiB (28 instances),38.5 MiB (2 instances),,78.0,549.8,11.1,97.9,9.8,-,-,-,-,-,376.3,916.2,2025-02-25T11:32:53Z,2025-10-29T17:44:30Z
Intel(R) Xeon(R) Gold 6314U CPU @ 2.30GHz,1.0,0-63,1.0,32.0,2.0,64.0,1.0,40 MiB (32 instances),48 MiB (1 instance),performance,79.0,794.5,10.7,95.5,12.4,-,-,-,-,-,625.4,1105.9,2025-01-28T16:10:56Z,2025-10-30T07:19:28Z
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,256K,40960K,powersave,79.0,743.4,33.9,301.5,11.6,-,-,-,-,-,343.2,1277.0,2023-07-15T00:36:36Z,2024-07-12T16:24:52Z
Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,0.0,0-19,2.0,10.0,1.0,20.0,2.0,256K,25600K,performance,79.0,308.0,1.7,15.0,15.4,-,-,-,-,-,242.6,332.3,2023-07-12T13:55:34Z,2023-09-21T09:00:29Z
Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,20 MiB (20 instances),27.5 MiB (2 instances),,79.0,465.7,4.6,41.1,11.6,-,-,-,-,-,377.5,557.3,2025-03-05T22:55:03Z,2025-10-26T16:11:08Z
Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,79.0,337.2,1.8,16.4,10.5,-,-,-,-,-,295.5,364.2,2023-07-15T04:38:02Z,2024-07-25T02:25:36Z
Intel(R) Xeon(R) CPU E5-2450 v2 @ 2.50GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,80.0,394.6,11.4,101.7,12.3,-,-,-,-,-,196.9,471.6,2024-05-17T16:34:02Z,2025-10-28T15:49:49Z
Intel(R) Xeon(R) CPU           X5560  @ 2.80GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,256K,8192K,not_available,80.0,118.6,0.4,3.3,7.4,-,-,-,-,-,109.6,129.7,2023-07-15T23:21:51Z,2024-07-07T04:49:16Z
AMD EPYC 7502 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,2.0,32 MiB (64 instances),256 MiB (16 instances),performance,81.0,1367.8,9.7,87.7,21.4,-,-,-,-,-,921.8,1530.8,2024-12-25T23:47:32Z,2025-10-20T23:55:48Z
Intel(R) Xeon(R) Gold 6336Y CPU @ 2.40GHz,0.0,0-47,2.0,24.0,1.0,48.0,2.0,60 MiB (48 instances),72 MiB (2 instances),performance,81.0,1073.1,12.8,115.5,22.4,-,-,-,-,-,830.0,1389.2,2025-01-22T16:41:25Z,2025-10-30T22:23:49Z
Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,28 MiB (28 instances),38.5 MiB (2 instances),not_available,81.0,690.3,11.0,98.7,12.3,-,-,-,-,-,423.6,1186.1,2024-05-01T05:56:53Z,2025-02-16T07:13:18Z
Intel(R) Xeon(R) Silver 4209T CPU @ 2.20GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,16 MiB (16 instances),22 MiB (2 instances),performance,82.0,263.6,2.1,19.3,16.5,-,-,-,-,-,208.8,305.6,2025-03-07T22:44:17Z,2025-10-29T08:58:11Z
Intel(R) Xeon(R) Gold 5118 CPU @ 2.30GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,24 MiB (24 instances),33 MiB (2 instances),performance,83.0,556.7,9.3,84.7,11.6,-,-,-,-,-,386.8,842.4,2024-04-05T20:54:46Z,2025-10-28T12:48:53Z
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,256K,20480K,conservative,83.0,249.3,1.7,15.4,15.6,-,-,-,-,-,213.4,284.0,2023-09-21T08:23:46Z,2024-05-22T13:21:34Z
Intel(R) Xeon(R) CPU E5-2650 v3 @ 2.30GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,conservative,84.0,457.6,10.0,91.8,11.4,-,-,-,-,-,352.7,671.9,2023-08-09T20:42:17Z,2024-07-14T03:32:51Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,1.0,32 MiB (64 instances),256 MiB (8 instances),conservative,85.0,2591.0,88.7,817.6,20.2,-,-,470.9,71.2,6.3,1500.9,3843.3,2024-06-24T06:18:13Z,2025-10-29T11:59:40Z
AMD EPYC 9634 84-Core Processor,1.0,0-335,2.0,84.0,2.0,336.0,8.0,1024K,32768K,not_available,85.0,7710.5,94.3,869.2,22.9,-,-,-,-,-,5311.9,10649.4,2024-01-10T17:18:50Z,2024-07-20T20:21:12Z
Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,5 MiB (20 instances),50 MiB (2 instances),performance,86.0,291.1,4.0,37.1,7.3,-,-,352.0,25.9,0.8,241.8,473.0,2024-10-22T01:57:08Z,2025-10-30T19:28:24Z
Intel(R) Xeon(R) Gold 6150 CPU @ 2.70GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,36 MiB (36 instances),49.5 MiB (2 instances),performance,86.0,1042.8,24.9,231.0,14.5,-,-,-,-,-,773.4,1731.9,2025-01-02T14:00:28Z,2025-10-29T03:03:48Z
Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1280K,36864K,not_available,87.0,1513.2,33.8,315.7,15.8,-,-,-,-,-,1177.6,2650.1,2023-09-28T14:31:41Z,2024-01-08T17:39:16Z
Intel(R) Xeon(R) CPU           E5620  @ 2.40GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,2 MiB (8 instances),24 MiB (2 instances),,88.0,148.1,3.4,31.4,9.3,-,-,-,-,-,83.0,175.7,2025-03-09T21:04:26Z,2025-10-17T17:06:09Z
Intel(R) Xeon(R) CPU E5-2658A v3 @ 2.20GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,256K,30720K,powersave,88.0,470.8,11.7,109.4,9.8,-,-,-,-,-,340.6,686.4,2023-07-18T08:26:12Z,2024-05-02T21:47:08Z
Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,powersave,89.0,948.7,19.3,181.7,14.8,-,-,-,-,-,752.4,1615.3,2023-09-27T14:13:32Z,2024-01-02T09:19:25Z
Neoverse-N1,0.0,0-159,2.0,80.0,1.0,160.0,2.0,160 MiB (160 instances),not_available,userspace,90.0,1127.9,2.3,21.8,7.0,-,-,-,-,-,1065.1,1183.1,2023-12-15T02:56:35Z,2023-12-21T08:32:37Z
AMD EPYC 7543 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,2.0,512K,32768K,conservative,90.0,1592.3,6.4,60.7,24.9,-,-,-,-,-,1265.1,1691.2,2024-05-03T23:52:41Z,2024-07-25T06:17:34Z
Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz,0.0,0-23,2.0,12.0,1.0,24.0,4.0,24 MiB (24 instances),33 MiB (2 instances),performance,90.0,434.9,5.1,48.5,18.1,-,-,-,-,-,193.0,495.3,2024-10-04T13:13:57Z,2025-10-30T16:54:48Z
Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,256K,8192K,conservative,91.0,87.6,0.4,4.2,5.5,-,-,-,-,-,76.0,117.5,2023-08-12T00:33:26Z,2024-06-29T11:15:41Z
Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,1024K,19712K,,92.0,669.1,15.0,143.4,11.9,-,-,-,-,-,434.1,1167.6,2025-02-27T12:24:27Z,2025-08-05T08:38:11Z
Intel(R) Core(TM) i7-5960X CPU @ 3.00GHz,1.0,0-15,1.0,8.0,2.0,16.0,1.0,2 MiB (8 instances),20 MiB (1 instance),performance,94.0,237.1,5.8,56.4,14.8,-,-,-,-,-,173.9,335.7,2024-11-19T04:59:43Z,2025-10-25T16:55:28Z
Intel(R) Xeon(R) CPU E5-2630L v2 @ 2.40GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,15360K,powersave,96.0,155.4,1.8,17.5,6.5,-,-,-,-,-,130.9,238.7,2023-07-16T00:19:16Z,2024-09-09T03:00:16Z
Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,1024K,19712K,performance,97.0,724.3,11.5,113.3,12.9,-,-,-,-,-,543.0,1238.2,2023-11-09T23:20:44Z,2025-07-31T21:50:27Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,performance,97.0,890.4,19.6,193.2,13.9,-,-,-,-,-,318.1,1491.0,2023-07-14T07:50:57Z,2025-09-06T12:04:03Z
Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,16 MiB (16 instances),22 MiB (2 instances),performance,99.0,318.1,4.4,44.0,9.9,-,-,-,-,-,243.3,475.1,2024-07-27T13:43:07Z,2025-10-26T03:10:32Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (16 instances),performance,99.0,1407.4,14.9,148.7,14.7,-,-,-,-,-,541.1,1980.2,2024-03-25T02:16:03Z,2025-10-30T18:55:31Z
AMD EPYC 7551P 32-Core Processor,1.0,0-63,1.0,32.0,2.0,64.0,4.0,512K,8192K,not_available,99.0,941.4,4.8,47.8,14.7,-,-,-,-,-,742.6,1051.2,2023-07-13T05:58:20Z,2024-06-16T08:18:38Z
AMD EPYC 7F72 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,16384K,conservative,99.0,1689.6,13.3,132.0,17.6,-,-,-,-,-,1192.9,2083.4,2023-07-16T20:40:39Z,2024-06-20T07:50:37Z
AMD EPYC 7532 32-Core Processor,1.0,0-63,1.0,32.0,2.0,64.0,1.0,16 MiB (32 instances),256 MiB (16 instances),performance,100.0,963.6,10.6,106.2,15.1,-,-,-,-,-,755.9,1418.0,2024-07-26T13:28:12Z,2025-10-13T05:02:50Z
Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,1024K,28160K,not_available,101.0,933.4,11.7,117.9,11.7,-,-,-,-,-,720.8,1635.8,2023-07-16T12:17:16Z,2024-12-29T09:24:18Z
Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,12288K,ondemand,102.0,157.4,1.8,18.1,6.6,-,-,-,-,-,133.5,258.7,2023-08-11T07:40:51Z,2025-07-19T08:17:52Z
Intel(R) Xeon(R) Gold 5220R CPU @ 2.20GHz,0.0,0-47,2.0,24.0,1.0,48.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),not_available,102.0,996.8,13.3,134.3,20.8,-,-,-,-,-,335.7,1254.5,2024-01-22T08:39:59Z,2024-10-28T09:32:24Z
AMD EPYC 7352 24-Core Processor,1.0,0-47,1.0,24.0,2.0,48.0,1.0,512K,16384K,conservative,102.0,708.8,6.6,67.1,14.8,-,-,-,-,-,570.4,1078.1,2023-08-11T08:25:59Z,2024-10-07T04:01:26Z
